client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Age,property_count,total_investment,average_property_price,average_floor_area,Cluster
C0938,Individual,William,Chavez,1963-05-08,M,Russia,Krasnodar Krai,Home,4,No,Website,63.0,3,854217.7,284739.23333333334,851.87,0
C0939,Individual,Anna,Alexander,1978-02-02,F,Belgium,Brussels,Investment,1,No,Website,48.0,4,1190833.68,297708.42,996.3625,1
C0940,Individual,Kyle,Bell,,M,USA,Virginia,Investment,5,No,Website,,4,1628937.85,407234.4625,1332.2825,2
C0941,Individual,Grace,Moore,,F,Mexico,Jalisco,Home,1,No,Agency,,3,1028314.09,342771.36333333334,1089.46,0
C0942,Individual,Joan,Jackson,,F,USA,California,Home,1,No,Website,,4,1402631.76,350657.94,1008.6625,0
C0943,Individual,Karen,Cox,,F,Canada,Manitoba,Investment,5,No,Website,,3,975048.28,325016.0933333333,1129.1766666666665,1
C0944,Individual,Virginia,Hughes,,F,USA,Florida,Home,2,No,Website,,3,1256722.03,418907.3433333333,1283.46,2
C0945,Individual,Emily,Hayes,1945-09-04,F,France,Provence,Home,4,No,Website,81.0,3,973406.55,324468.85000000003,1102.8633333333335,0
C0946,Individual,Ashley,Weaver,1946-07-04,F,USA,Nevada,Investment,3,Yes,Agency,80.0,3,827605.63,275868.54333333333,897.3100000000001,1
C0947,Individual,Samantha,Cox,,F,USA,Texas,Home,2,No,Website,,3,1096583.29,365527.76333333337,1190.3133333333333,0
C0948,Individual,Emma,Nelson,,F,USA,California,Investment,3,Yes,Website,,4,1532000.51,383000.1275,1299.3675,2
C0949,Individual,Julia,Price,,F,USA,Colorado,Investment,5,Yes,Client,,4,1397057.95,349264.4875,1102.2725,1
C0950,Individual,Christina,Price,1991-12-11,F,USA,Texas,Investment,5,No,Website,35.0,4,1418212.48,354553.12,1146.9925,1
C0951,Individual,Rachel,Chavez,,F,Mexico,Nuevo Leon,Home,1,Yes,Client,,4,1658301.92,414575.48,1290.8,2
C0952,Individual,Ann,Martin,1959-09-03,F,USA,Oregon,Home,5,No,Website,67.0,4,1886501.9300000002,471625.48250000004,1510.65,2
C0953,Corporate,Helios,Co,,M,USA,Washington,Home,5,Yes,Website,,3,639815.0,213271.66666666666,839.1433333333334,3
C0954,Individual,Michael,Evans,1950-04-08,M,France,Brittany,Investment,4,Yes,Agency,76.0,4,1493788.0,373447.0,1204.4975,1
C0955,Individual,Megan,Garcia,1969-01-11,F,USA,California,Home,1,No,Website,57.0,3,1098111.78,366037.26,1205.9633333333334,0
C0956,Individual,Donald,Jackson,1966-03-10,M,USA,California,Home,1,Yes,Website,60.0,4,1647197.45,411799.3625,1294.645,2
C0957,Corporate,Crestwood,Co,,M,USA,Oregon,Home,2,Yes,Client,,4,1295242.02,323810.505,1072.5575,3
C0958,Individual,Betty,Rogers,1991-07-11,F,USA,Nevada,Home,1,Yes,Website,35.0,4,936091.4500000001,234022.86250000002,834.6575,0
C0959,Individual,Carl,Hayes,,M,USA,California,Home,3,No,Agency,,4,1840159.66,460039.915,1572.79,2
C0960,Individual,Linda,Bennett,1960-04-01,F,USA,Arizona,Investment,1,Yes,Client,66.0,4,1380084.58,345021.145,1148.2475,1
C0961,Individual,Brandon,Morales,1974-08-03,M,UK,Wales,Home,2,Yes,Website,52.0,4,1681311.67,420327.9175,1271.345,2
C0962,Individual,Nicholas,Hansen,,M,USA,California,Home,4,No,Website,,4,1335726.82,333931.705,1114.2125,0
C0963,Individual,James,Davis,1941-08-09,M,Canada,Alberta,Home,4,No,Agency,85.0,3,598874.99,199624.99666666667,678.9699999999999,0
C0964,Individual,Elizabeth,Hall,,F,USA,California,Home,4,No,Website,,3,1015121.6900000001,338373.89666666667,1168.3833333333334,0
C0965,Individual,Lauren,Adams,,F,USA,New York,Investment,3,No,Website,,3,840199.6100000001,280066.5366666667,862.1066666666666,1
C0966,Corporate,Corvus,Co,1995-10-11,M,USA,California,Investment,3,No,Website,31.0,4,1606785.0499999998,401696.26249999995,1510.34,3
C0967,Individual,Jennifer,Moore,,F,USA,California,Home,2,No,Agency,,3,705599.66,235199.8866666667,879.3433333333332,0
C0968,Individual,Julie,Hansen,,F,USA,Arizona,Home,4,No,Website,,3,1089074.71,363024.9033333333,1168.3833333333334,0
C0969,Individual,Amber,Ward,,F,Russia,Tatarstan,Investment,1,Yes,Agency,,3,1118760.19,372920.0633333333,1186.4366666666667,1
C0970,Individual,Peter,Johnson,1986-12-01,M,Denmark,North Denmark,Home,3,Yes,Website,40.0,4,1596404.25,399101.0625,1313.38,2
C0971,Individual,Cynthia,Mitchell,1969-06-02,F,USA,Colorado,Investment,5,Yes,Website,57.0,4,1278450.05,319612.5125,1011.23,1
C0972,Individual,Sandra,Evans,,F,USA,Arizona,Home,5,No,Agency,,4,1298009.03,324502.2575,1072.985,0
C0973,Individual,Charles,Stone,1992-12-03,M,USA,California,Investment,2,No,Client,34.0,4,1595817.1600000001,398954.29000000004,1210.7375000000002,2
C0974,Individual,Michael,Hansen,,M,USA,New York,Home,1,No,Agency,,4,1210990.11,302747.5275,1008.395,0
C0975,Individual,Gregory,Reyes,1946-07-09,M,USA,Utah,Home,4,No,Website,80.0,3,941310.61,313770.2033333333,1050.08,0
C0976,Individual,Ryan,Miller,,M,USA,California,Home,4,Yes,Website,,4,1206149.98,301537.495,947.7475000000001,0
C0977,Individual,Ryan,James,1996-04-07,M,USA,California,Home,1,No,Agency,30.0,3,944672.95,314890.98333333334,1092.5066666666667,0
C0978,Individual,Lauren,Brown,1963-11-11,F,USA,California,Home,4,Yes,Website,63.0,3,1449360.9100000001,483120.3033333334,1526.9566666666667,2
C0979,Individual,Madison,Roberts,,F,Canada,Quebec,Investment,4,No,Website,,3,864661.4500000001,288220.48333333334,939.3299999999999,1
C0980,Individual,Daniel,Davis,,M,USA,New York,Investment,1,Yes,Website,,3,1156326.6400000001,385442.2133333334,1392.5566666666666,1
C0981,Individual,Jessica,Stewart,,F,USA,California,Investment,1,No,Website,,4,2048324.19,512081.0475,1555.2975000000001,2
C0982,Individual,Joyce,Jackson,1961-07-08,F,Canada,Manitoba,Investment,5,Yes,Agency,65.0,3,1443503.73,481167.91,1456.36,2
C0983,Individual,Brittany,Freeman,,F,Germany,North Rhine-Westphalia,Home,4,No,Website,,3,803219.7,267739.89999999997,899.62,0
C0984,Individual,Mark,Johnson,1962-12-03,M,Canada,British Columbia,Home,5,Yes,Agency,64.0,3,1206529.21,402176.4033333333,1337.1733333333334,2
C0985,Individual,Ruth,Griffin,,F,USA,California,Home,1,Yes,Website,,3,886990.72,295663.5733333333,934.4333333333334,0
C0986,Individual,Jacqueline,Ward,,F,Russia,Saint Petersburg,Home,2,No,Website,,3,1445226.07,481742.0233333334,1510.3766666666668,2
C0987,Individual,Maria,Johnson,,F,Germany,North Rhine-Westphalia,Home,1,Yes,Agency,,4,1086018.36,271504.59,984.12,0
C0988,Individual,Douglas,Cooper,,M,USA,Texas,Home,3,Yes,Agency,,3,695033.8,231677.93333333335,724.0866666666667,0
C0989,Individual,Amber,Cook,,F,USA,Oregon,Home,4,No,Website,,4,1129907.31,282476.8275,1035.1925,0
C0990,Individual,Carl,Carter,,M,USA,Utah,Home,4,No,Website,,4,1588383.3599999999,397095.83999999997,1321.76,2
C0991,Individual,Heather,Adams,,F,USA,Nevada,Home,1,No,Website,,3,1223116.15,407705.3833333333,1464.8466666666666,2
C0992,Individual,Scott,Hughes,,M,Denmark,Capital Region,Home,1,Yes,Website,,4,1478482.61,369620.6525,1205.465,2
C0993,Individual,Ryan,Campbell,1954-03-11,M,USA,California,Home,2,Yes,Website,72.0,3,530494.44,176831.47999999998,610.62,0
C0994,Individual,Michael,Moore,,M,USA,California,Home,3,No,Website,,4,1379902.8699999999,344975.71749999997,1187.8925000000002,0
C0995,Individual,Amanda,Kim,,F,Australia,New South Wales,Home,1,Yes,Website,,3,1004120.77,334706.92333333334,1037.11,0
C0996,Individual,Terry,Howard,1956-06-11,M,Canada,Manitoba,Home,2,Yes,Client,70.0,3,888968.0,296322.6666666667,941.2099999999999,0
C0997,Individual,Terry,Collins,1950-03-11,M,USA,California,Investment,3,Yes,Agency,76.0,3,1607877.07,535959.0233333333,1654.4733333333334,2
C0998,Corporate,Grandis,Co,1969-05-06,F,USA,Virginia,Home,4,No,Agency,57.0,4,1230552.15,307638.0375,1053.27,3
C0999,Individual,Jacqueline,Cox,,F,USA,California,Investment,3,No,Agency,,3,661984.35,220661.44999999998,753.3133333333334,1
C1000,Individual,Judith,Parker,,F,USA,Utah,Home,2,Yes,Website,,4,1629372.23,407343.0575,1316.6550000000002,2
C1001,Individual,Aaron,Nelson,,M,USA,California,Home,3,No,Website,,4,1650296.94,412574.235,1326.3725,2
C1002,Individual,Scott,Hughes,1967-06-08,M,USA,California,Home,5,No,Website,59.0,3,1064050.72,354683.5733333333,1052.0866666666668,0
C1003,Individual,Lauren,Bennett,1977-08-11,F,USA,Nevada,Home,2,No,Website,49.0,3,1164909.23,388303.07666666666,1303.7766666666666,2
C1004,Individual,Alexander,Anderson,,M,USA,Oregon,Home,3,Yes,Website,,4,1553467.6600000001,388366.91500000004,1254.045,2
C1005,Individual,Barbara,Chavez,1988-06-07,F,Germany,Hamburg,Home,3,No,Client,38.0,3,778101.6000000001,259367.20000000004,993.0033333333334,0
C1006,Individual,Stephanie,Weaver,,F,USA,Georgia,Home,1,No,Website,,3,738938.8,246312.93333333335,828.39,0
C1007,Individual,Joyce,Brooks,,F,UK,England,Home,4,No,Agency,,3,813104.68,271034.89333333337,847.0366666666667,0
C1008,Corporate,Sterling,Co,1987-10-02,M,USA,California,Home,2,No,Website,39.0,4,1018262.69,254565.6725,849.79,3
C1009,Individual,Evelyn,Bell,1950-02-11,F,USA,Nevada,Investment,4,Yes,Agency,76.0,3,741160.04,247053.34666666668,971.1899999999999,1
C1010,Individual,Dennis,Moore,1964-03-10,M,Mexico,Jalisco,Home,4,No,Website,62.0,4,1331479.73,332869.9325,1077.195,0
C1011,Individual,Virginia,Brooks,,F,USA,California,Investment,1,No,Website,,4,1281389.3900000001,320347.34750000003,1075.505,1
C1012,Individual,Raymond,Morales,,M,USA,New York,Home,4,Yes,Website,,3,1690270.5,563423.5,1736.0333333333335,2
C1013,Individual,Stephanie,Patterson,,F,USA,Oregon,Home,1,Yes,Website,,4,1627907.97,406976.9925,1298.145,2
C1014,Individual,David,Weaver,1969-01-06,M,USA,California,Home,3,Yes,Website,57.0,3,1278106.36,426035.45333333337,1523.6933333333334,2
C1015,Individual,Kyle,Davis,1977-09-01,M,USA,California,Home,4,Yes,Website,49.0,3,884426.51,294808.83666666667,973.09,0
C1016,Individual,Andrea,Wilson,1976-04-05,F,USA,California,Home,4,Yes,Agency,50.0,4,1542774.6099999999,385693.65249999997,1214.5625,2
C1017,Individual,Megan,Baker,,F,USA,California,Home,1,Yes,Agency,,4,1116371.43,279092.8575,928.745,0
C1018,Individual,Tiffany,Turner,,F,USA,Colorado,Home,5,Yes,Client,,3,845680.5700000001,281893.5233333334,1033.4833333333333,0
C1019,Individual,Carolyn,Stewart,,F,USA,Nevada,Home,2,No,Client,,3,1167255.18,389085.06,1325.0800000000002,2
C1020,Individual,Deborah,Morales,,F,USA,California,Home,3,No,Agency,,4,1248826.8599999999,312206.71499999997,994.0725,0
C1021,Individual,Jeffrey,Bryant,1974-09-04,M,USA,California,Investment,1,No,Client,52.0,4,1554739.9,388684.975,1340.7775000000001,2
C1022,Individual,Christina,King,,F,USA,Colorado,Home,1,No,Agency,,4,1389709.13,347427.2825,1122.0925,0
C1023,Individual,Heather,Bell,,F,USA,Nevada,Home,1,Yes,Website,,3,1336237.87,445412.62333333335,1599.3433333333332,2
C1024,Individual,Gregory,Long,1969-08-03,M,USA,Arizona,Investment,2,No,Agency,57.0,3,1351032.92,450344.30666666664,1510.3766666666668,2
C1025,Individual,Michelle,King,,F,USA,California,Home,1,No,Client,,3,738424.1799999999,246141.3933333333,735.3566666666667,0
C1026,Individual,Robert,Parker,1991-08-12,M,USA,California,Investment,1,No,Agency,35.0,3,1440775.1,480258.3666666667,1452.2633333333333,2
C1027,Individual,Gerald,White,1976-12-10,M,USA,California,Investment,1,Yes,Client,50.0,3,1554407.81,518135.9366666667,1649.26,2
C1028,Individual,Nicholas,Cox,1942-04-07,M,USA,California,Home,1,Yes,Website,84.0,4,1143826.71,285956.6775,984.12,0
C1029,Individual,Ryan,Jackson,1949-11-06,M,Australia,Victoria,Home,1,No,Agency,77.0,3,946560.97,315520.3233333333,1049.3799999999999,0
C1030,Individual,Christine,Owens,,F,USA,Ohio,Home,4,No,Website,,4,1353543.06,338385.765,1070.475,0
C1031,Individual,Alexander,Reed,,M,UK,England,Home,1,No,Website,,3,1011333.2,337111.06666666665,1088.5866666666668,0
C1032,Individual,Larry,Freeman,1977-01-03,M,USA,Nevada,Home,5,No,Website,49.0,4,1494289.73,373572.4325,1086.2275,2
C1033,Individual,Eric,Jackson,,M,France,Ile-de-France,Home,2,No,Website,,4,1496120.51,374030.1275,1313.38,2
C1034,Individual,Andrea,Wilson,,F,USA,Colorado,Home,5,No,Client,,4,1200049.6,300012.4,970.375,0
C1035,Individual,Jacob,Williams,1961-02-10,M,USA,Virginia,Home,2,No,Website,65.0,4,1528550.1300000001,382137.53250000003,1227.17,2
C1036,Individual,Martha,Collins,,F,USA,Oregon,Home,2,No,Agency,,3,1176436.08,392145.36000000004,1350.4933333333333,2
C1037,Corporate,Corvus,Co,1970-01-02,M,Mexico,Baja California,Home,2,Yes,Website,56.0,3,1115637.13,371879.0433333333,1190.3133333333333,3
C1038,Individual,Gerald,Gray,,M,USA,California,Investment,3,No,Website,,3,907128.2000000001,302376.0666666667,939.3299999999999,1
C1039,Individual,Nicholas,Carter,,M,USA,California,Home,1,Yes,Agency,,4,1428452.94,357113.235,1210.7375000000002,2
C1040,Individual,Joseph,Young,1940-04-05,M,USA,California,Investment,5,Yes,Website,86.0,3,901095.79,300365.26333333337,992.2199999999999,1
C1041,Individual,Evelyn,Morris,1990-12-07,F,USA,Nevada,Home,5,Yes,Website,36.0,3,1150040.79,383346.93,1303.7766666666666,2
C1042,Individual,Rebecca,Parker,1945-08-03,F,USA,Nevada,Home,2,No,Agency,81.0,4,1325783.46,331445.865,1122.0925,0
C1043,Individual,Carol,Griffin,,F,USA,Washington,Home,5,No,Website,,3,1067911.8599999999,355970.61999999994,1357.1933333333334,0
C1044,Individual,Eric,Howard,,M,USA,Nevada,Investment,5,No,Website,,4,1368036.3900000001,342009.09750000003,1145.535,1
C1045,Individual,Rebecca,Allen,1942-04-01,F,USA,New York,Home,3,No,Website,84.0,3,974840.03,324946.6766666667,1060.1133333333335,0
C1046,Individual,Maria,Wood,,F,Canada,Quebec,Home,4,Yes,Website,,4,1301128.39,325282.0975,1049.6999999999998,0
C1047,Individual,Ronald,Reyes,1984-12-12,M,USA,Virginia,Home,3,No,Website,42.0,3,1333737.83,444579.2766666667,1454.5733333333335,2
C1048,Individual,Angela,Turner,,F,USA,Oregon,Investment,1,No,Agency,,3,1349339.41,449779.8033333333,1439.256666666667,2
C1049,Individual,Tiffany,Sanders,1940-11-05,F,USA,California,Investment,5,No,Website,86.0,3,1214294.1600000001,404764.72000000003,1451.5366666666669,2
C1050,Individual,Tyler,Watson,1955-10-03,M,USA,Georgia,Home,4,Yes,Website,71.0,4,1274655.09,318663.7725,1192.72,0
C1051,Individual,Cheryl,Hansen,,F,USA,Virginia,Home,1,Yes,Agency,,3,894972.26,298324.08666666667,1016.7433333333333,0
C1052,Individual,Kimberly,Parker,,F,USA,Utah,Home,1,Yes,Agency,,4,1008000.54,252000.135,836.9425,0
C1053,Individual,Adam,Kim,1974-11-10,M,Mexico,Nuevo Leon,Home,2,Yes,Website,52.0,3,1280976.9,426992.3,1336.61,2
C1054,Individual,Edward,Foster,1989-09-04,M,USA,Arizona,Home,2,Yes,Website,37.0,3,837920.5800000001,279306.86000000004,879.3433333333332,0
C1055,Individual,Jonathan,Bennett,,M,USA,New York,Investment,2,Yes,Website,,3,811498.78,270499.5933333333,926.3966666666666,1
C1056,Individual,Larry,Wilson,,M,USA,Colorado,Home,1,Yes,Website,,3,1436352.77,478784.25666666665,1754.9366666666667,2
C1057,Individual,Jesse,Garcia,,M,USA,Nevada,Investment,5,No,Website,,4,1430593.53,357648.3825,1301.4,1
C1058,Individual,Rachel,Weaver,1973-06-12,F,Germany,Bavaria,Home,3,Yes,Website,53.0,4,1526007.8199999998,381501.95499999996,1190.4075,2
C1059,Individual,Danielle,Davis,,F,USA,California,Home,4,No,Website,,3,1266979.76,422326.58666666667,1422.97,2
C1060,Individual,Christian,Evans,,M,USA,Nevada,Home,5,No,Agency,,3,1167625.18,389208.3933333333,1321.5033333333333,2
C1061,Individual,Stephanie,Smith,1960-06-01,F,UK,Scotland,Home,1,No,Website,66.0,4,1689767.29,422441.8225,1422.9925,2
C1062,Individual,Billy,Foster,,M,USA,California,Home,4,No,Agency,,4,1766882.53,441720.6325,1406.6075,2
C1063,Individual,Nicole,Weaver,1988-12-05,F,USA,New York,Investment,5,Yes,Website,38.0,3,1315820.94,438606.98,1354.2933333333333,2
C1064,Individual,Brandon,Pierce,1945-08-06,M,USA,California,Home,5,Yes,Website,81.0,3,695434.77,231811.59,883.7466666666668,0
C1065,Individual,Mark,Reyes,1955-01-06,M,USA,Georgia,Home,3,Yes,Client,71.0,3,1107631.34,369210.4466666667,1263.5766666666666,0
C1066,Individual,Ashley,Moore,,F,Australia,Victoria,Home,1,No,Website,,4,1208868.77,302217.1925,990.9875000000001,0
C1067,Individual,Samuel,Howard,,M,Mexico,Jalisco,Investment,4,No,Agency,,3,849001.36,283000.4533333333,904.0466666666667,1
C1068,Individual,Kathleen,Carter,1984-02-10,F,USA,California,Home,3,No,Agency,42.0,3,1403831.31,467943.77,1609.0333333333335,2
C1069,Individual,Lawrence,Cox,,M,USA,Virginia,Home,3,Yes,Agency,,3,1323760.8399999999,441253.6133333333,1413.0600000000002,2
C1070,Individual,Virginia,Rogers,,F,Germany,Bavaria,Home,5,No,Agency,,3,1286265.1400000001,428755.0466666667,1471.8999999999999,2
C1071,Individual,Aaron,Johnson,1966-08-11,M,USA,Texas,Home,2,No,Agency,60.0,4,1047375.62,261843.905,874.6275,0
C1072,Individual,Kimberly,Jones,1962-06-10,F,USA,Utah,Home,3,No,Agency,64.0,3,829884.93,276628.31,979.0866666666667,0
C1073,Individual,Carl,Collins,1955-07-02,M,USA,California,Investment,2,No,Website,71.0,4,1197808.83,299452.2075,952.0525,1
C1074,Individual,George,Foster,1954-07-10,M,UK,Northern Ireland,Home,1,No,Website,72.0,3,1004700.45,334900.14999999997,1092.5400000000002,0
C1075,Individual,Carolyn,Watson,,F,Mexico,Baja California,Home,3,No,Website,,4,1178400.08,294600.02,984.9525,0
C1076,Individual,Betty,Thompson,,F,USA,Florida,Investment,3,No,Agency,,3,884169.44,294723.14666666667,976.8166666666666,1
C1077,Individual,Peter,Griffin,1982-03-07,M,USA,Texas,Investment,2,No,Agency,44.0,4,1467449.24,366862.31,1245.935,1
C1078,Individual,Joshua,Howard,,M,USA,Ohio,Home,1,No,Agency,,3,1247337.58,415779.19333333336,1303.7766666666666,2
C1079,Individual,Steven,Hayes,,M,USA,California,Investment,4,Yes,Website,,3,1151228.31,383742.77,1336.61,1
C1080,Individual,Hannah,Stewart,1956-10-06,F,UK,England,Investment,4,No,Agency,70.0,4,1594795.52,398698.88,1425.28,2
C1081,Corporate,Meridian,Co,1974-09-08,M,Russia,Novosibirsk,Home,4,Yes,Agency,52.0,3,1006584.7,335528.23333333334,1203.39,3
C1082,Individual,Patricia,Martin,1993-02-04,F,USA,Oregon,Investment,5,Yes,Website,33.0,3,829499.85,276499.95,953.1133333333333,1
C1083,Individual,Pamela,Jackson,1950-10-06,F,USA,Colorado,Investment,4,No,Agency,76.0,4,1145122.1,286280.525,939.4875,1
C1084,Individual,Sarah,Hansen,,F,France,Ile-de-France,Home,4,No,Agency,,4,1357921.15,339480.2875,1136.6925,0
C1085,Individual,Sarah,Flores,,F,Australia,Queensland,Investment,1,No,Client,,3,797675.03,265891.6766666667,994.8266666666667,1
C1086,Individual,Timothy,Montgomery,1956-03-01,M,USA,Colorado,Home,1,Yes,Website,70.0,4,1339827.27,334956.8175,1030.21,0
C1087,Individual,Matthew,Owens,1984-01-03,M,USA,Colorado,Home,3,No,Website,42.0,4,1878433.21,469608.3025,1575.1075,2
C1088,Individual,Nicholas,Stewart,,M,USA,Utah,Home,4,Yes,Agency,,3,802271.19,267423.73,883.7466666666666,0
C1089,Individual,Madison,Ward,,F,USA,Utah,Home,1,Yes,Website,,4,959344.08,239836.02,828.375,0
C1090,Individual,Laura,Moore,1962-09-07,F,Canada,Alberta,Home,3,Yes,Client,64.0,3,1217272.58,405757.5266666667,1396.0966666666666,2
C1091,Individual,Arthur,Phillips,,M,USA,Nevada,Home,1,Yes,Agency,,3,741797.49,247265.83,853.6566666666668,0
C1092,Individual,Terry,Adams,,M,USA,Oregon,Investment,2,No,Website,,3,1213248.05,404416.01666666666,1452.2633333333333,2
C1093,Individual,Adam,Allen,,M,USA,Oregon,Home,1,Yes,Website,,3,805402.8300000001,268467.61000000004,900.46,0
C1094,Individual,Sarah,Cook,1960-02-12,F,USA,Washington,Home,2,Yes,Website,66.0,4,1631407.56,407851.89,1273.5475000000001,2
C1095,Individual,Cynthia,Howard,,F,USA,California,Home,3,No,Agency,,4,1454366.24,363591.56,1264.0125,2
C1096,Individual,Grace,Edwards,,F,USA,New York,Home,2,No,Client,,4,1756661.91,439165.4775,1339.695,2
C1097,Individual,Teresa,Pierce,,F,Canada,Alberta,Home,3,Yes,Agency,,3,1064342.81,354780.9366666667,1162.6166666666666,0
C1098,Individual,Paul,Young,,M,USA,California,Investment,3,No,Client,,3,1187774.23,395924.74333333335,1290.0866666666668,1
C1099,Individual,Joan,Scott,,F,USA,Colorado,Home,3,No,Agency,,4,1426501.12,356625.28,1153.0825,0
C1100,Individual,Frank,Thomas,,M,Russia,Novosibirsk,Home,1,No,Website,,4,1314225.5899999999,328556.39749999996,1042.1725000000001,0
C1101,Individual,Matthew,King,1964-01-03,M,Belgium,Flanders,Home,5,No,Website,62.0,4,1037914.4299999999,259478.60749999998,868.5725,0
C1102,Corporate,Harmon,Co,1960-05-06,M,Germany,Berlin,Home,2,No,Agency,66.0,4,1248456.03,312114.0075,993.0625,3
C1103,Individual,Jose,Johnson,,M,Belgium,Wallonia,Home,4,No,Agency,,4,1206840.81,301710.2025,997.415,0
C1104,Individual,Christian,Weaver,,M,USA,Utah,Investment,5,Yes,Website,,3,893996.19,297998.73,1025.0133333333333,1
C1105,Individual,Roger,Ward,,M,USA,Nevada,Home,3,Yes,Website,,4,1623510.31,405877.5775,1365.9450000000002,2
C1106,Individual,Sean,Martin,,M,USA,California,Home,1,No,Agency,,3,773499.85,257833.28333333333,842.68,0
C1107,Individual,Frank,Hayes,,M,Canada,British Columbia,Home,1,No,Website,,3,1156527.59,385509.1966666667,1268.0466666666669,0
C1108,Individual,Helen,Ward,1994-01-12,F,Australia,South Australia,Home,4,No,Website,32.0,3,1069904.1,356634.7,1238.36,0
C1109,Individual,Rebecca,Anderson,1967-09-05,F,USA,California,Home,1,Yes,Client,59.0,4,1756965.37,439241.3425,1458.93,2
C1110,Individual,Harold,Watson,1977-05-12,M,USA,New York,Home,5,Yes,Website,49.0,4,1445458.33,361364.5825,1152.9099999999999,2
C1111,Corporate,Corvus,Co,,M,USA,California,Home,4,Yes,Website,,3,885146.14,295048.7133333333,897.3100000000001,3
C1112,Individual,Donald,Green,1982-01-05,M,USA,Nevada,Investment,3,Yes,Website,44.0,3,961599.4199999999,320533.13999999996,975.9433333333333,1
C1113,Individual,Brenda,Martin,,F,USA,Texas,Investment,2,No,Client,,4,1162770.88,290692.72,942.0350000000001,1
C1114,Individual,Cheryl,Wood,1992-02-04,F,USA,California,Home,3,No,Website,34.0,3,872825.73,290941.91,1072.7266666666667,0
C1115,Individual,Joseph,Bell,,M,USA,Colorado,Home,3,Yes,Agency,,3,1054599.19,351533.0633333333,1108.9966666666667,0
C1116,Individual,Angela,Freeman,,F,USA,California,Home,1,Yes,Agency,,3,766951.9500000001,255650.65000000002,879.3433333333332,0
C1117,Individual,Rebecca,Patterson,,F,Mexico,Mexico City,Home,5,Yes,Website,,4,1149629.49,287407.3725,1047.99,0
C1118,Corporate,Caldera,Co,,M,UK,Scotland,Investment,2,Yes,Website,,3,859368.99,286456.33,983.3166666666666,3
C1119,Individual,Larry,Green,,M,USA,Oregon,Home,1,Yes,Website,,3,938703.6599999999,312901.22,949.9033333333333,0
C1120,Individual,Kathleen,Carter,,F,USA,Arizona,Home,1,No,Website,,4,1371211.29,342802.8225,1123.6174999999998,0
C1121,Individual,Carolyn,Gray,1985-06-02,F,USA,California,Home,1,No,Client,41.0,3,1014661.78,338220.5933333333,1124.5,0
C1122,Individual,Judith,Evans,1942-10-04,F,USA,California,Home,4,No,Website,84.0,4,1558949.2,389737.3,1208.8775,2
C1123,Individual,Robert,Pierce,1951-03-11,M,USA,Virginia,Home,5,No,Agency,75.0,3,1241771.44,413923.8133333333,1283.7066666666667,2
C1124,Individual,Sharon,Murray,1976-02-04,F,USA,Oregon,Investment,5,Yes,Website,50.0,4,1272190.01,318047.5025,1040.8899999999999,1
C1125,Individual,Ronald,Price,1941-02-03,M,USA,Oregon,Home,3,No,Agency,85.0,3,1186907.08,395635.69333333336,1332.34,2
C1126,Corporate,Elara,Co,,M,USA,Virginia,Home,1,Yes,Website,,3,893488.2,297829.39999999997,1015.9399999999999,3
C1127,Individual,Ann,Cooper,,F,UK,England,Investment,1,No,Website,,3,838728.4,279576.13333333336,932.37,1
C1128,Individual,Brian,Montgomery,1983-12-05,M,USA,California,Investment,1,No,Website,43.0,3,1186634.53,395544.8433333333,1330.8533333333332,1
C1129,Individual,Martha,Hansen,1945-09-03,F,USA,Colorado,Investment,5,No,Agency,81.0,4,1463125.26,365781.315,1219.4375,1
C1130,Individual,Tiffany,Parker,1987-03-01,F,USA,Arizona,Home,5,No,Website,39.0,4,1326217.01,331554.2525,1009.23,0
C1131,Individual,Cheryl,Kim,,F,USA,California,Investment,3,No,Website,,3,1210500.79,403500.26333333337,1317.7333333333333,1
C1132,Individual,Terry,Roberts,,M,USA,New York,Home,2,Yes,Website,,3,1383901.27,461300.42333333334,1448.82,2
C1133,Individual,Jason,Hansen,,M,USA,Oregon,Investment,3,No,Website,,4,1427019.92,356754.98,1210.7375000000002,1
C1134,Individual,Dorothy,Bennett,1943-10-10,F,USA,California,Investment,1,No,Website,83.0,4,1088583.78,272145.945,905.0375,1
C1135,Individual,Melissa,Phillips,,F,Russia,Moscow Oblast,Investment,5,Yes,Client,,3,1186082.75,395360.9166666667,1303.4733333333334,1
C1136,Individual,Shirley,Weaver,,F,USA,California,Home,3,Yes,Agency,,3,1016844.64,338948.2133333333,1023.8800000000001,0
C1137,Individual,Carol,Price,,F,USA,Nevada,Home,4,Yes,Agency,,3,1114902.43,371634.1433333333,1140.1733333333334,0
C1138,Individual,George,Green,,M,USA,Oregon,Home,1,No,Website,,3,840602.9199999999,280200.9733333333,952.0733333333334,0
C1139,Individual,Tiffany,Green,1996-03-03,F,USA,California,Home,4,Yes,Client,30.0,3,1297382.59,432460.86333333334,1439.256666666667,2
C1140,Individual,Billy,Jackson,1976-07-01,M,USA,Florida,Home,1,Yes,Website,50.0,3,1275809.71,425269.9033333333,1277.2733333333333,2
C1141,Individual,Kimberly,Montgomery,,F,USA,Arizona,Investment,3,No,Website,,3,990242.33,330080.7766666667,1101.55,1
